Listing Office - Office Name,Address,City,Property Type,County,Bedrooms - Total,Baths - Total,SqFtTotFn,DOM,Price - Closed,Price - List, Price - Original , Tax - Gross Amount ,Lot - Acres,Year Built,Rooms - Total,Garage Capacity,Basement
Vanessa Stone Real Estate,14 Adams Rd,Enfield,Single Family,NH-Grafton,3,2,2036,207, 260000, 249500,259500,4805,18,1972,8,2,Yes
Vanessa Stone Real Estate,36 Woodland Lane,Enfield,Single Family,NH-Grafton,2,2,1232,278, 179000, 179000,199000,3920,509,1987,6,2,Yes
"Paul McInnis, Inc",65 Maple Street,Enfield,Single Family,NH-Grafton,2,1,960,17, 72000, 72000,2500,3477,109,1984,5,0,Yes
Coldwell Banker Redpath and Company,34 Marsten Lane #101,Enfield,Condo,NH-Grafton,2,2,1048,136, 103000, 109900,109900,2648,0,1992,5,0,Yes
Vanessa Stone Real Estate,333 Choate Road,Enfield,Single Family,NH-Grafton,3,3,2661,125, 258000, 284400,284400,7594,10,1990,9,0,Yes
Coldwell Banker Redpath and Company,187 Algonquin Rd,Enfield,Single Family,NH-Grafton,1,1,512,85, 155000, 165000,165000,3648,032,1970,3,0,No
Cantlin Associates REALTORS,19 Hawley Drive,Enfield,Single Family,NH-Grafton,4,4,3177,23, 467500, 495000,495000,13169,105,1988,9,4,Yes
"CG Shepherd Realty, LLC",596 Shaker Hill Road,Enfield,Single Family,NH-Grafton,3,2,2061,180, 260000, 265000,299000,5408,27,2002,7,2,Yes
Century 21 Highview Realty,66 May,Enfield,Single Family,NH-Grafton,2,1,708,149, 64900, 64900,89900,2508,06,1963,4,1,Yes
LindeMac Real Estate,50 Hawley Drive,Enfield,Single Family,NH-Grafton,3,2,2136,12, 365323, 399000,399000,8934,045,1964,10,2,Yes
First NH Real Estate,26 NH Route 4A,Enfield,Single Family,NH-Grafton,3,1,1076,124, 180000, 189900,189900,3370,025,2005,5,0,Yes
Granite Northland Associates,4 10 Chester Lane,Enfield,Condo,NH-Grafton,2,2,1566,307, 151500, 153900,159900,2923,22,1987,5,0,Yes
Vanessa Stone Real Estate,25 Chosen Vale Lane,Enfield,Single Family,NH-Grafton,4,3,3017,203, 380000, 389000,449000,8843,009,2006,6,0,Yes
Granite Northland Associates,864 NH US RT 4A,Enfield,Single Family,NH-Grafton,3,2,1606,86, 168000, 179000,179000,3746,137,2004,7,0,Yes
Patrick E Flanagan Real Estate,20 Patricia Court,Enfield,Single Family,NH-Grafton,3,2,2416,124, 242000, 249900,255000,5290,11,1987,8,3,Yes
Vanessa Stone Real Estate,40 Potter Lane,Enfield,Condo,NH-Grafton,2,2,1048,320, 88000, 99900,99900,2454,0,1987,5,0,No
Coldwell Banker Homes Unlimited,35 Potter Lane,Enfield,Condo,NH-Grafton,2,2,1048,200, 68000, 78300,87000,2625,0,1988,4,0,Yes
Vanessa Stone Real Estate,101 Kluge Road,Enfield,Single Family,NH-Grafton,3,2,1993,633, 232000, 239900,239900,4989,205,1986,7,2,Yes
Granite Northland Associates,140 Algonquin,Enfield,Single Family,NH-Grafton,3,2,2419,20, 252500, 259900,259900,5383,435,1994,8,0,Yes
BHHS Verani Concord,9 Merrill Place,Enfield,Condo,NH-Grafton,2,2,1048,54, 58299, 68000,74000,2665,0,1988,5,0,Yes
Coldwell Banker Homes Unlimited,100 Jones Hill Road,Enfield,Single Family,NH-Grafton,3,2,2040,69, 150000, 166500,166500,4445,33,2001,7,0,Yes
Coldwell Banker Redpath and Company,14 Marsten Lane #8,Enfield,Condo,NH-Grafton,1,2,784,361, 65000, 79000,99000,2121,0,1987,4,0,No
Four Seasons Sotheby's Int'l Realty,47 Butman Road,Enfield,Single Family,NH-Grafton,3,2,1411,98, 399000, 399000,429000,9845,11,1990,6,2,Yes
Coldwell Banker Redpath and Company,54 George Hill Rd,Enfield,Single Family,NH-Grafton,3,2,2150,17, 329000, 333000,333000,6504,508,2006,9,2,Yes
Four Seasons Sotheby's Int'l Realty,28 Birch Lane,Enfield,Single Family,NH-Grafton,3,4,2605,315, 475000, 499000,525000,9952,227,2006,8,2,Yes
Vanessa Stone Real Estate,25 Fitzgerald Dr,Enfield,Single Family,NH-Grafton,3,4,3032,19, 245000, 299900,299900,6094,376,2003,8,0,Yes
RE/MAX Upper Valley,37 Adams Road,Enfield,Single Family,NH-Grafton,2,3,1980,177, 259000, 259000,279000,5459,32,1984,7,2,Yes
Coldwell Banker Redpath and Company,289 Rte 4,Enfield,Single Family,NH-Grafton,3,2,1382,8, 177500, 179000,179000,3503,013,1991,6,0,Yes
Magnell Realty,"10 MARSTEN LANE, UNIT 2",Enfield,Condo,NH-Grafton,1,1,552,87, 82500, 85500,85500,1713,0,1986,4,0,No
Moose Mountain Realty,57 George Hill Road,Enfield,Single Family,NH-Grafton,3,2,1619,7, 215000, 219900,219900,4924,51,1989,6,0,Yes
"Staggs-Warren Associates, LLC",14 Easy Street,Enfield,Single Family,NH-Grafton,3,2,1288,443, 249500, 249500,249500,1043,19,2013,4,2,Yes
Coldwell Banker Redpath and Company,5 Tumbleweed Lane,Enfield,Condo,NH-Grafton,2,2,1170,23, 152000, 156900,156900,2970,4,1987,5,0,Yes
"The Clerkin Agency, PC",582 NH RTE 4A,Enfield,Single Family,NH-Grafton,3,2,1458,27, 150000, 179000,179000,3479,165,1972,6,3,Yes
Vanessa Stone Real Estate,70 NH Route 4a,Enfield,Single Family,NH-Grafton,3,2,1840,14, 200850, 199000,199000,4027,023,1960,9,0,Yes
Coldwell Banker LIFESTYLES - Grantham,309 Road Round the Lake,Enfield,Single Family,NH-Grafton,3,3,2880,0, 508000, 525000,525000,7504,066,1979,8,1,Yes
Vanessa Stone Real Estate,39 Potter Lane,Enfield,Condo,NH-Grafton,2,2,1048,368, 104000, 109800,112000,2757,0,1988,4,0,Yes
Four Seasons Sotheby`s Int`l Realty,272 Shaker Boulevard,Enfield,Single Family,NH-Grafton,2,2,2940,53, 510000, 585000,585000,11551,067,1981,9,2,Yes
Vanessa Stone Real Estate,164 Grafton Pond,Enfield,Single Family,NH-Grafton,3,2,1827,74, 245000, 255000,259000,4365,112,1999,9,2,Yes
Century 21 Highview Realty,35 Landing Road,Enfield,Condo,NH-Grafton,3,3,1884,106, 156000, 164900,194900,4286,0,1985,6,0,No
Century 21 Energy Shield Realty/Lebanon,628 Lockehaven,Enfield,Single Family,NH-Grafton,1,1,1670,38, 254000, 269000,269000,4840,5,2007,4,0,No
Coldwell Banker Redpath and Company,78 ANDERSON HILL,Enfield,Single Family,NH-Grafton,3,3,1902,28, 243000, 249300,249300,5578,22,1990,7,2,Yes
Century 21 Energy Shield Realty/Lebanon,50 King James Road,Enfield,Single Family,NH-Grafton,3,1,1160,284, 205000, 209000,209000,3778,2,1987,7,2,Yes
Martha E Diebold/Hanover,201 Potato Road,Enfield,Single Family,NH-Grafton,2,1,1336,89, 179000, 179000,165000,3518,127,1995,5,2,Yes
Vanessa Stone Real Estate,453 George Hill Rd,Enfield,Single Family,NH-Grafton,3,2,1596,332, 144000, 144900,179900,3652,05,1966,8,2,Yes
Moose Mountain Realty,1039 NH Route 4A,Enfield,Single Family,NH-Grafton,3,2,1828,337, 208000, 215000,219900,4356,26,1980,8,2,Yes
Coldwell Banker LIFESTYLES - Grantham,3 Sunset Walk,Enfield,Single Family,NH-Grafton,3,2,2794,306, 270000, 279000,339000,8585,061,1985,12,2,Yes
Vanessa Stone Real Estate,23 Goodwin Road,Enfield,Single Family,NH-Grafton,3,2,1983,303, 285000, 299900,325000,5077,54,1974,10,4,Yes
Four Seasons Sotheby's Int'l Realty,340 Grafton Pond Road,Enfield,Single Family,NH-Grafton,5,4,2396,103, 345000, 375000,375000,8960,2236,2003,11,2,No
LindeMac Real Estate,40 Potter Lane,Enfield,Condo,NH-Grafton,2,2,1048,4, 65500, 69900,69900,2448,0,1987,4,0,No
Derek Greene,19 Boulder Trail,Enfield,Single Family,NH-Grafton,2,2,1200,85, 195000, 205000,219000,4800,13,1986,7,2,Yes
Coldwell Banker Redpath and Company,4 Daniels Dr,Enfield,Single Family,NH-Grafton,2,2,896,88, 12000, 14500,18000,375,0,1975,4,1,No
Vanessa Stone Real Estate,11 Bryant Lane,Enfield,Single Family,NH-Grafton,3,2,1311,10, 150000, 150000,150000,4123,15,1964,6,2,Yes
Coldwell Banker Redpath and Company,98 Anderson Hill Rd,Enfield,Single Family,NH-Grafton,3,3,2417,42, 279000, 299000,319000,5763,32,1995,8,2,Yes
Century 21 Energy Shield Realty/Lebanon,146 Boys Camp Road,Enfield,Single Family,NH-Grafton,2,1,992,3, 152000, 152000,152000,3083,6,1971,7,1,Yes
Moose Mountain Realty,249 Jones Hill Road,Enfield,Single Family,NH-Grafton,1,1,600,163, 85000, 99000,139000,3115,1861,1985,4,1,No
RE/MAX Upper Valley,14 Chester Lane,Enfield,Condo,NH-Grafton,2,2,1746,292, 143500, 149900,154900,3070,0,1987,6,0,Yes
Moose Mountain Realty,18 Chosen Vale Lane,Enfield,Single Family,NH-Grafton,3,3,2664,151, 345000, 369000,349000,8378,015,2004,9,0,Yes
Vanessa Stone Real Estate,121 Lockehaven,Enfield,Single Family,NH-Grafton,3,1,960,152, 160000, 165000,188880,3752,275,1978,5,2,Yes
Vanessa Stone Real Estate,62 Palmer Road,Enfield,Single Family,NH-Grafton,3,2,1736,32, 179750, 181500,182500,3473,503,2003,10,2,No
Moose Mountain Realty,15 Bryant Lane,Enfield,Single Family,NH-Grafton,3,2,2095,15, 233000, 239900,239900,4249,158,1964,7,2,Yes
Vanessa Stone Real Estate,4 Bear Drive,Enfield,Single Family,NH-Grafton,4,4,3680,238, 331800, 346570,399500,7613,094,2006,10,2,Yes
Vanessa Stone Real Estate,37 May Street,Enfield,Single Family,NH-Grafton,3,2,1824,239, 183000, 189900,189900,3995,09,1977,5,1,Yes
Granite Northland Associates,95 Mascoma Heights Dr,Enfield,Single Family,NH-Grafton,3,2,1620,84, 175000, 182500,182500,3451,29,1995,6,2,No
Coldwell Banker LIFESTYLES - Grantham,14 Sunset Walk,Enfield,Single Family,NH-Grafton,4,4,3440,58, 410000, 429000,429000,8751,08,2002,10,2,Yes
Vanessa Stone Real Estate,71 Jones Hill Road,Enfield,Single Family,NH-Grafton,3,1,1248,83, 185000, 185000,185000,4631,2,1978,6,2,Yes
Granite Northland Associates,210 Lockehaven,Enfield,Single Family,NH-Grafton,2,1,1804,49, 204000, 217000,217000,4202,267,1987,5,2,Yes
Four Seasons Sotheby's Int'l Realty,75 Chosen Vale Lane,Enfield,Single Family,NH-Grafton,4,5,3674,74, 485000, 559000,559000,10926,013,2005,12,2,Yes
Vanessa Stone Real Estate,111 Palmer Rd,Enfield,Single Family,NH-Grafton,3,2,1277,7, 219000, 219900,219900,4101,52,2003,5,0,Yes
Vanessa Stone Real Estate,5 Turner Pl,Enfield,Condo,NH-Grafton,2,1,1048,39, 105000, 115000,115000,2492,0,1988,4,0,No
Pelletier Realty Group,3 Rocky Hill Way,Enfield,Condo,NH-Grafton,2,2,1048,231, 74500, 60000,95000,2601,0,1988,4,0,No
Four Seasons Sotheby's Int'l Realty,6 Rocky Hill Way,Enfield,Condo,NH-Grafton,2,2,930,418, 94000, 107000,120000,2539,0,1987,5,0,No
Coldwell Banker Redpath and Company,15 Boy's Camp Rd Road,Enfield,Single Family,NH-Grafton,3,1,960,179, 177000, 185000,195000,3608,338,1975,6,2,Yes
Century 21 Highview Realty,13 Turner Pl,Enfield,Condo,NH-Grafton,2,1,1048,34, 67000, 71400,71400,2300,0,1988,4,0,No
Vanessa Stone Real Estate,915 Lockehaven Rd,Enfield,Single Family,NH-Grafton,3,2,1800,154, 335000, 349000,349000,7647,101,2001,6,2,Yes
Vanessa Stone Real Estate,68 French Road,Enfield,Single Family,NH-Grafton,2,2,1432,37, 312000, 329000,329000,6102,04,2007,5,0,Yes
Century 21 Energy Shield Realty/Lebanon,32 Bog Road,Enfield,Single Family,NH-Grafton,3,2,1008,33, 175000, 179900,191000,3946,14,1989,6,1,Yes
Vanessa Stone Real Estate,24 GRAHAM ROAD,Enfield,Single Family,NH-Grafton,2,2,1512,85, 234500, 229900,229900,4812,047,2004,7,0,Yes
Four Seasons Sotheby's Int'l Realty,13 Mastro Lane,Enfield,Condo,NH-Grafton,2,2,1681,47, 171000, 175000,185000,4260,0,1986,7,0,Yes
Coldwell Banker Redpath and Company,117 Algonquin Road,Enfield,Single Family,NH-Grafton,2,1,576,105, 190000, 239900,249900,4959,029,1972,4,1,No
Coldwell Banker Redpath and Company,10 MARSTEN LANE,Enfield,Condo,NH-Grafton,1,1,552,746, 55000, 58900,79900,1714,0,1986,4,0,No
Coldwell Banker Redpath and Company,3 Rocky Hill Way,Enfield,Condo,NH-Grafton,2,2,1042,80, 103000, 105000,105000,2590,0,1988,4,0,No
Century 21 Highview Realty,76 Kluge,Enfield,Single Family,NH-Grafton,2,1,1344,8, 157500, 159900,159900,4370,26,2003,4,1,Yes
Vanessa Stone Real Estate,33 Landing Road,Enfield,Condo,NH-Grafton,3,3,1884,24, 225000, 230000,230000,5159,0,1985,8,0,No
RE/MAX Group One Realtors,385 Shaker Blvd,Enfield,Single Family,NH-Grafton,3,2,1680,27, 220000, 224000,224000,5618,25,1976,7,0,Yes
Moose Mountain Realty,42 Pillsbury Street,Enfield,Single Family,NH-Grafton,3,2,924,4, 79000, 89000,89000,1975,025,1990,5,0,No
Vanessa Stone Real Estate,24 Orchard Road,Enfield,Single Family,NH-Grafton,3,2,2079,148, 154900, 154900,154900,4654,1,2003,9,2,No
LindeMac Real Estate,81 Algonquin Road,Enfield,Single Family,NH-Grafton,3,2,1965,55, 385000, 399000,429000,10335,074,1980,9,2,Yes
Shaker Mountain Real Estate,33 Bradford lane,Enfield,Single Family,NH-Grafton,4,4,2026,434, 475000, 499000,499000,11142,055,1993,8,2,Yes
RE/MAX Upper Valley,33 stark Lane,Enfield,Single Family,NH-Grafton,3,1,1759,41, 220000, 239000,239000,4435,954,1985,7,2,Yes
Vanessa Stone Real Estate,69 Livingston Lodge Road,Enfield,Single Family,NH-Grafton,3,1,1255,9, 171500, 178500,178500,3563,058,1978,6,2,Yes
Vanessa Stone Real Estate,42 Marsten Lane,Enfield,Condo,NH-Grafton,2,2,1438,30, 132000, 135000,135000,2859,10,1987,5,0,Yes
Century 21 Shepard & Flint Realty,17 CRYSTAL LAKE Rd,Enfield,Single Family,NH-Grafton,3,1,1724,95, 158900, 159000,159000,4153,316,1982,7,2,Yes
Vanessa Stone Real Estate,10 Orchard Road,Enfield,Single Family,NH-Grafton,3,2,1040,675, 95000, 95000,139900,3128,1,2000,5,0,No
Moose Mountain Realty,3 Sloan Road,Enfield,Single Family,NH-Grafton,3,1,1200,6, 187500, 189900,189900,3827,09,1971,7,1,Yes
Granite Northland Associates,80 May Street,Enfield,Single Family,NH-Grafton,2,2,1032,238, 115000, 119900,135000,1054,034,1967,5,0,No
Coldwell Banker Redpath and Company,35 Caleb Dyer Lane,Enfield,Single Family,NH-Grafton,2,3,1520,22, 339000, 349000,349000,6232,011,1989,6,0,Yes
Coldwell Banker Redpath and Company,7 Water Lily Lane,Enfield,Single Family,NH-Grafton,3,3,2182,254, 320000, 329000,329000,6449,011,1989,7,0,Yes
Coldwell Banker Redpath and Company,5 Chosen Vale Lane,Enfield,Single Family,NH-Grafton,2,4,2581,48, 435000, 460000,460000,9010,017,2001,7,2,Yes
Comp Agent,39 Caleb Dyer Lane,Enfield,Single Family,NH-Grafton,2,3,1235,0, 320500, 335000,335000,6075,01,1989,6,,
Coldwell Banker Redpath and Company,218 Old Route 10,Enfield,Single Family,NH-Grafton,2,1,1140,461, 140000, 179900,199900,3260,95,1972,6,2,No
Shaker Mountain Real Estate,55 Chosen Vale Lane,Enfield,Single Family,NH-Grafton,4,5,3492,20, 600000, 625000,625000,9858,01,2002,9,0,Yes
Vanessa Stone Real Estate,75 William Gage Road,Enfield,Single Family,NH-Grafton,2,3,1386,117, 175000, 180000,190000,3861,217,1995,6,2,Yes
Vanessa Stone Real Estate,107 Ibey Road,Enfield,Single Family,NH-Grafton,3,2,2076,241, 215000, 224900,229500,3867,507,2006,6,0,Yes
Granite Northland Associates,1034 Lockehaven Road,Enfield,Single Family,NH-Grafton,3,2,1708,404, 160000, 199900,240000,4972,511,1964,6,1,Yes
Vanessa Stone Real Estate,27 Anderson Hill Road,Enfield,Condo,NH-Grafton,2,2,1170,181, 132000, 133900,139000,3099,0,1987,5,0,No
Granite Northland Associates,166 Jones Hill Road,Enfield,Single Family,NH-Grafton,2,1,1229,171, 190000, 194900,224900,4522,1162,1993,5,2,Yes
Bean Group / Vermont,27 Anderson Hill Road-Unit 2,Enfield,Condo,NH-Grafton,2,2,1170,181, 127500, 129500,134500,3069,0,1987,4,0,No
Vanessa Stone Real Estate,63 Flanders Street,Enfield,Single Family,NH-Grafton,2,2,1040,557, 170000, 178900,189900,4203,059,2000,4,1,Yes
Vanessa Stone Real Estate,129 Shaker Hill Road,Enfield,Single Family,NH-Grafton,3,1,1780,183, 210000, 219000,229900,3729,138,1977,6,2,Yes
Vanessa Stone Real Estate,18 Mountain View Drive,Enfield,Single Family,NH-Grafton,2,2,1296,11, 242000, 249900,249900,5758,13,2004,6,2,Yes
"Staggs-Warren Associates, LLC",19 Easy Street,Enfield,Single Family,NH-Grafton,3,2,1756,135, 265000, 265000,265000,1232,394,2015,4,0,Yes
Century 21 Highview Realty,18 Algonquin,Enfield,Single Family,NH-Grafton,3,2,1352,59, 90000, 105300,117000,3377,14,1987,5,2,No
RE/MAX Upper Valley,42 Marsten Lane,Enfield,Condo,NH-Grafton,2,2,1048,32, 115000, 119000,119000,2594,0,1988,4,0,No
Vanessa Stone Real Estate,298 Shaker Hill Road,Enfield,Single Family,NH-Grafton,5,4,3836,5, 349900, 349900,349900,7856,21,1980,13,2,Yes
Granite Northland Associates,578 Potato Road,Enfield,Single Family,NH-Grafton,3,2,1552,16, 233000, 229999,229999,4412,104,2006,6,0,Yes
Coldwell Banker Redpath and Company,70 Anderson Hill,Enfield,Single Family,NH-Grafton,3,2,1619,8, 256500, 259000,259000,5682,634,1994,7,2,Yes
Vanessa Stone Real Estate,11 Anthony Court,Enfield,Single Family,NH-Grafton,3,3,2800,5, 222500, 239000,239000,5820,18,2003,8,0,Yes
Vanessa Stone Real Estate,17 Meadow Lane,Enfield,Single Family,NH-Grafton,3,3,2688,204, 296500, 309900,329000,6742,117,1989,10,3,Yes
Vanessa Stone Real Estate,67 Goodwin Rd,Enfield,Single Family,NH-Grafton,3,3,2128,59, 278000, 284900,289900,6371,224,1981,7,0,Yes
Four Seasons Sotheby`s Int`l Realty,20 Chosen Vale Lane,Enfield,Single Family,NH-Grafton,3,3,2300,33, 350000, 379000,379000,8481,008,2005,8,0,Yes
BHG Masiello Tilton,12 Donahue Drive,Enfield,Single Family,NH-Grafton,4,4,4055,17, 315000, 309900,309900,10750,029,1972,9,2,Yes
Vanessa Stone Real Estate,117 Anderson Hill Road,Enfield,Single Family,NH-Grafton,3,2,2172,27, 322000, 279900,279900,6209,2,1999,5,2,Yes
Keller Williams Realty-Metropolitan,450 Methodist Hill Road,Enfield,Single Family,NH-Grafton,3,2,1909,15, 285000, 295000,299000,5634,1,1981,7,2,Yes
Granite Northland Associates,47 Foster Circle Circle,Enfield,Single Family,NH-Grafton,2,3,1575,154, 545000, 559000,579000,9500,028,1999,6,1,Yes
Coldwell Banker Redpath and Company,674 Shaker Hill Road,Enfield,Single Family,NH-Grafton,3,2,1456,18, 189000, 189000,189000,4044,506,2006,7,0,No
Patrick E Flanagan Real Estate,181 Choate Road,Enfield,Single Family,NH-Grafton,3,2,2483,15, 270000, 279000,279000,5991,1692,1998,5,2,Yes
Coldwell Banker Redpath and Company,39 Stevens Street,Enfield,Single Family,NH-Grafton,3,2,1344,3, 250000, 245000,245000,5145,112,2004,7,2,Yes
Vanessa Stone Real Estate,25 Butman Road,Enfield,Single Family,NH-Grafton,2,1,576,39, 236000, 249900,249900,5283,12,1995,5,0,No
Granite Northland Associates,417 Shaker Blvd,Enfield,Single Family,NH-Grafton,2,2,2317,116, 245000, 260000,285000,5114,34,1979,6,0,Yes
RE/MAX Upper Valley,4 Sargent,Enfield,Single Family,NH-Grafton,2,1,936,16, 135000, 139000,139000,2123,05,1973,5,2,No
Vanessa Stone Real Estate,286 Boys Camp Road,Enfield,Single Family,NH-Grafton,3,3,2070,41, 282500, 298900,298900,4945,4,1974,7,0,Yes
Vanessa Stone Real Estate,37 Mountain View Drive,Enfield,Single Family,NH-Grafton,2,2,3686,26, 229900, 229900,229900,5378,21,1988,9,0,Yes
Vanessa Stone Real Estate,12 Anthony Court,Enfield,Single Family,NH-Grafton,3,2,1703,148, 249000, 254800,275000,5362,2,1995,6,2,No
Vanessa Stone Real Estate,4 Turner Place,Enfield,Condo,NH-Grafton,2,1,1048,69, 72000, 70000,120000,2578,0,1988,4,0,No
Four Seasons Sotheby's Int'l Realty,"19 Marsten Lane, Unit #25",Enfield,Condo,NH-Grafton,2,2,1148,70, 110000, 119900,119900,2536,0,1986,5,0,No
"CG Shepherd Realty, LLC",10 Beckwith Lane,Enfield,Single Family,NH-Grafton,3,2,2079,17, 280000, 280000,280000,6494,062,1998,7,2,Yes
Vanessa Stone Real Estate,169 Jones Hill Rd,Enfield,Single Family,NH-Grafton,3,3,2353,260, 247500, 279900,334900,6446,3269,1992,7,0,Yes
Moose Mountain Realty,49 Fitzgerald Drive,Enfield,Single Family,NH-Grafton,3,2,2608,77, 275000, 287500,287500,5716,328,1999,9,2,Yes
RE/MAX Upper Valley,112 Crystal Lake Rd,Enfield,Single Family,NH-Grafton,3,2,1850,12, 224000, 227900,227900,4720,753,1981,7,0,Yes
Coldwell Banker Redpath and Company,25 Woodland Lane,Enfield,Single Family,NH-Grafton,3,2,1613,121, 240000, 245000,275000,5065,157,1982,7,2,Yes
Vanessa Stone Real Estate,218 Lockehaven Road,Enfield,Single Family,NH-Grafton,4,3,2474,361, 230000, 254900,259900,6237,266,1985,11,2,Yes
Coldwell Banker Redpath and Company,42 Potter Lane #292,Enfield,Condo,NH-Grafton,2,2,1400,94, 102500, 106900,106900,2568,0,1988,5,0,Yes
Vanessa Stone Real Estate,484 George Hill Road,Enfield,Single Family,NH-Grafton,2,1,864,65, 158500, 164500,164500,3942,2,1965,4,2,Yes
Vanessa Stone Real Estate,10 Crystal Lake Road,Enfield,Single Family,NH-Grafton,3,3,3529,166, 430000, 445000,445000,9919,1214,2006,9,3,Yes
Century 21 Highview Realty,34 Warren Road,Enfield,Single Family,NH-Grafton,3,2,1574,11, 155000, 159900,159900,4081,46,1978,6,2,Yes
Vanessa Stone Real Estate,36 Woodland Lane,Enfield,Single Family,NH-Grafton,2,2,1232,19, 183900, 183900,183900,4303,509,1987,6,2,Yes
Four Seasons Sotheby's Int'l Realty,48 Lewin Road,Enfield,Single Family,NH-Grafton,1,0,614,235, 80000, 89000,130000,2946,06,1964,4,0,No
RE/MAX Upper Valley,191 Choate Road,Enfield,Single Family,NH-Grafton,3,1,1271,182, 135500, 144900,159900,4063,2,1976,6,0,Yes
Vanessa Stone Real Estate,117 Livingstone Lodge Road,Enfield,Single Family,NH-Grafton,2,1,1148,5, 115000, 124000,124000,3157,065,1969,6,3,No
Vanessa Stone Real Estate,163 Jones Hill Road,Enfield,Single Family,NH-Grafton,3,2,1785,360, 260000, 299900,339900,7453,1256,1978,10,2,Yes
Coldwell Banker Redpath and Company,98 Mascoma Heights Drive,Enfield,Single Family,NH-Grafton,4,3,2925,7, 382500, 389000,389000, -   ,25,2003,10,3,Yes
Big Green Real Estate,66 NH RT 4A,Enfield,Single Family,NH-Grafton,2,2,2278,86, 230000, 239900,264900,4620,035,2004,7,0,Yes
LindeMac Real Estate,33 Ibey Road,Enfield,Single Family,NH-Grafton,4,3,2143,259, 260000, 272900,285000,6531,791,2005,9,2,Yes
Vanessa Stone Real Estate,26 McConnell Road,Enfield,Single Family,NH-Grafton,2,1,1404,7, 116200, 99900,99900,4081,25,1996,6,2,No
Coldwell Banker Redpath and Company,16 Fitzgerald Drive,Enfield,Single Family,NH-Grafton,3,3,1679,126, 245000, 264900,274900,5846,203,1987,7,2,Yes
